severity,drawing_number,drawing_id,year,anomaly_type,scope,db_value,raw_best_value,root_cause_class,root_cause_reason,evidence_sources
WARN,3388,7421,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3388,7421,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3389,7424,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3389,7424,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3390,7428,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3390,7428,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3391,7430,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3391,7430,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3392,7433,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3392,7433,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3393,7437,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3393,7437,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3394,7439,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3394,7439,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3395,7443,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3395,7443,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3396,7445,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3396,7445,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3397,7448,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3397,7448,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3398,7452,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3398,7452,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3398,7452,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3399,7454,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3399,7454,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3400,7457,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3400,7457,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3401,7460,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3401,7460,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3402,7463,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3402,7463,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3403,7466,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3403,7466,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3404,7470,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3404,7470,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3405,7473,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3405,7473,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3406,7474,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3406,7474,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3407,7478,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3407,7478,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3408,7481,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3408,7481,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3408,7481,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3409,7485,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3409,7485,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3410,7487,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3410,7487,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3410,7487,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3411,7490,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3411,7490,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3412,7495,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3412,7495,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3413,7498,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3413,7498,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3413,7498,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3414,7500,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3414,7500,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3415,7502,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3415,7502,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3416,7505,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3416,7505,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3417,7509,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3417,7509,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3418,7513,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3418,7513,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3418,7513,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3419,7515,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3419,7515,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3420,7518,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3420,7518,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3420,7518,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3421,7521,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3421,7521,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3422,7525,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3422,7525,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3423,7528,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3423,7528,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3424,7531,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3424,7531,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3425,7534,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3425,7534,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3426,7536,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3426,7536,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3427,7540,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3427,7540,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3428,7543,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3428,7543,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3428,7543,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3429,7546,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3429,7546,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3430,7549,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3430,7549,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3431,7552,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3431,7552,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3432,7555,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3432,7555,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3433,7558,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3433,7558,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3434,7559,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3434,7559,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3435,7563,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3435,7563,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3435,7563,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3436,7566,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3436,7566,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3436,7566,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3437,7569,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3437,7569,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3438,7573,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3438,7573,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3439,7576,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3439,7576,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3440,7579,2022,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3440,7579,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3440,7579,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3441,7581,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3441,7581,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3442,7585,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3442,7585,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3443,7587,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3443,7587,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3444,7589,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3444,7589,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3445,7590,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3445,7590,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3446,7593,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
ERROR,3446,7593,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3446,7593,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3446,7593,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3447,7595,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3447,7595,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3447,7595,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3448,7597,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3448,7597,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3448,7597,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3449,7598,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3449,7598,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3450,7600,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3450,7600,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3451,7603,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3451,7603,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3452,7607,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3452,7607,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3453,7609,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3453,7609,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3454,7611,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3454,7611,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3455,7613,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3455,7613,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3455,7613,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3456,7615,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3456,7615,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3457,7617,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3457,7617,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3458,7619,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3458,7619,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3459,7621,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3459,7621,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3460,7623,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3460,7623,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3461,7625,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3461,7625,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3461,7625,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3462,7626,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3462,7626,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3462,7626,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3463,7629,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3463,7629,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3464,7631,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3464,7631,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3465,7633,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3465,7633,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3466,7635,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3466,7635,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3467,7637,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3467,7637,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3468,7639,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3468,7639,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3469,7641,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3469,7641,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3470,7644,2022,finished_results_incomplete,events.result,"resolved=12,void=0,missing=3,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3470,7644,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3470,7644,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3471,7647,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3471,7647,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3472,7650,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3472,7650,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3473,7653,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3473,7653,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3474,7655,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3474,7655,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3475,7657,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3475,7657,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3476,7661,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3476,7661,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3477,7663,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3477,7663,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3478,7667,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3478,7667,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3478,7667,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3479,7668,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3479,7668,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3480,7671,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3480,7671,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3481,7673,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3481,7673,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3482,7676,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
WARN,3482,7676,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3482,7676,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3483,7679,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
ERROR,3483,7679,2022,finished_results_incomplete,events.result,"resolved=14,void=0,missing=1,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3483,7679,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3483,7679,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
ERROR,3484,7682,2022,pool_quotes_incomplete,quotes.pool,0/15,,C,no local RAW/API snapshot is available,
ERROR,3484,7682,2022,finished_results_incomplete,events.result,"resolved=13,void=0,missing=2,invalid=0",,C,no local RAW/API snapshot is available,
WARN,3484,7682,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
WARN,3484,7682,2022,immutable_result_snapshot_absent,drawing_result_snapshots,0,,C,no immutable result snapshot and no local RAW result evidence,
WARN,3485,7684,2022,raw_snapshot_absent,raw_provenance,SQLite rows exist,0,C,no local saved TotoBrief detail snapshot was found,
